+1.00000000000e+000 -5.01213439993e+001
+1.01800975118e+000 -5.05863572626e+001
+1.03634385350e+000 -5.10513667843e+001
+1.05500814844e+000 -5.15163724286e+001
+1.07400858268e+000 -5.19813740547e+001
+1.09335121002e+000 -5.24463715168e+001
+1.11304219327e+000 -5.29113646638e+001
+1.13308780622e+000 -5.33763533391e+001
+1.15349443568e+000 -5.38413373805e+001
+1.17426858345e+000 -5.49124380933e+001
+1.19541686846e+000 -5.53774123562e+001
+1.21694602882e+000 -5.58423814622e+001
+1.23886292399e+000 -5.63073452241e+001
+1.26117453700e+000 -5.67723034482e+001
+1.28388797661e+000 -5.69141869941e+001
+1.30701047961e+000 -5.73791335326e+001
+1.33054941314e+000 -5.78440739084e+001
+1.35451227700e+000 -5.83090078982e+001
+1.37890670608e+000 -5.87739352703e+001
+1.40374047276e+000 -5.95390115550e+001
+1.42902148939e+000 -6.00039249632e+001
+1.45475781085e+000 -6.04688310075e+001
+1.48095763705e+000 -6.09337294210e+001
+1.50762931560e+000 -6.11596588182e+001
+1.53478134445e+000 -6.16245411301e+001
+1.56242237458e+000 -6.20894149510e+001
+1.59056121278e+000 -6.25542799731e+001
+1.61920682446e+000 -6.21477698032e+001
+1.64836833648e+000 -6.26126162599e+001
+1.67805504007e+000 -6.30774529265e+001
+1.70827639381e+000 -6.35422794484e+001
+1.73904202661e+000 -6.29702491129e+001
+1.77036174080e+000 -6.34350542299e+001
+1.80224551525e+000 -6.38998480596e+001
+1.83470350855e+000 -6.43646301936e+001
+1.86774606222e+000 -6.41318363943e+001
+1.90138370407e+000 -6.45965938513e+001
+1.93562715148e+000 -6.50613382961e+001
+1.97048731486e+000 -6.52613245938e+001
+2.00597530110e+000 -6.57260415849e+001
+2.04210241715e+000 -6.61907440999e+001
+2.07888017356e+000 -6.54314663751e+001
+2.11632028822e+000 -6.58961383487e+001
+2.15443469003e+000 -6.63607942187e+001
+2.19323552273e+000 -6.69977308359e+001
+2.23273514878e+000 -6.74623527316e+001
+2.27294615326e+000 -6.79269567142e+001
+2.31388134792e+000 -6.84242620218e+001
+2.35555377526e+000 -6.88888282138e+001
+2.39797671264e+000 -6.93533744810e+001
+2.44116367658e+000 -6.75882917468e+001
+2.48512842698e+000 -6.80527959815e+001
+2.52988497160e+000 -6.85172780558e+001
+2.57544757045e+000 -6.84558710895e+001
+2.62183074038e+000 -6.89203064168e+001
+2.66904925965e+000 -7.03913248438e+001
+2.71711817270e+000 -7.08557099935e+001
+2.76605279492e+000 -7.13200686905e+001
+2.81586871751e+000 -7.17195114883e+001
+2.86658181246e+000 -7.21838143882e+001
+2.91820823764e+000 -7.04964091476e+001
+2.97076444190e+000 -7.09606521623e+001
+3.02426717031e+000 -7.11331220314e+001
+3.07873346955e+000 -7.15973007764e+001
+3.13418069329e+000 -7.16244221631e+001
+3.19062650773e+000 -7.20885319368e+001
+3.24808889724e+000 -7.14629608289e+001
+3.30658617009e+000 -7.19269965900e+001
+3.36613696427e+000 -7.16361595809e+001
+3.42676025343e+000 -7.21001159245e+001
+3.48847535295e+000 -7.10925215249e+001
+3.55130192606e+000 -7.15563926573e+001
+3.61525999011e+000 -7.20624414547e+001
+3.68036992298e+000 -7.25262211659e+001
+3.74665246955e+000 -7.25919968159e+001
+3.81412874828e+000 -7.18125805751e+001
+3.88282025801e+000 -7.22762105295e+001
+3.95274888473e+000 -7.18360819723e+001
+4.02393690862e+000 -7.22996029664e+001
+4.09640701111e+000 -7.27329413934e+001
+4.17018228212e+000 -7.34334386487e+001
+4.24528622739e+000 -7.38967812048e+001
+4.32174277604e+000 -7.45331323877e+001
+4.39957628810e+000 -7.52617707106e+001
+4.47881156235e+000 -7.57249151051e+001
+4.55947384417e+000 -7.59119996650e+001
+4.64158883361e+000 -7.59245384752e+001
+4.72518269359e+000 -7.63874628597e+001
+4.81028205818e+000 -7.55210398276e+001
+4.89691404115e+000 -7.72655536581e+001
+4.98510624459e+000 -7.71280124830e+001
+5.07488676766e+000 -7.75906054553e+001
+5.16628421561e+000 -7.68664235667e+001
+5.25932770886e+000 -7.68189054465e+001
