+1.00000000000e+000 -5.22864041623e+001
+1.01800975118e+000 -5.27514174257e+001
+1.03634385350e+000 -5.32164269474e+001
+1.05500814844e+000 -5.36814325916e+001
+1.07400858268e+000 -5.41464342178e+001
+1.09335121002e+000 -5.46114316799e+001
+1.11304219327e+000 -5.50764248269e+001
+1.13308780622e+000 -5.55414135022e+001
+1.15349443568e+000 -5.60063975435e+001
+1.17426858345e+000 -5.47327570579e+001
+1.19541686846e+000 -5.51977313208e+001
+1.21694602882e+000 -5.56627004267e+001
+1.23886292399e+000 -5.61276641887e+001
+1.26117453700e+000 -5.65926224128e+001
+1.28388797661e+000 -5.79822874648e+001
+1.30701047961e+000 -5.84472340033e+001
+1.33054941314e+000 -5.89121743791e+001
+1.35451227700e+000 -5.93771083689e+001
+1.37890670608e+000 -5.98420357410e+001
+1.40374047276e+000 -6.06511306410e+001
+1.42902148939e+000 -6.11160440492e+001
+1.45475781085e+000 -6.15809500935e+001
+1.48095763705e+000 -6.20458485069e+001
+1.50762931560e+000 -6.14502545477e+001
+1.53478134445e+000 -6.19151368595e+001
+1.56242237458e+000 -6.23800106804e+001
+1.59056121278e+000 -6.28448757025e+001
+1.61920682446e+000 -6.10413638234e+001
+1.64836833648e+000 -6.15062102802e+001
+1.67805504007e+000 -6.19710469468e+001
+1.70827639381e+000 -6.24358734687e+001
+1.73904202661e+000 -6.18031886804e+001
+1.77036174080e+000 -6.22679937973e+001
+1.80224551525e+000 -6.27327876271e+001
+1.83470350855e+000 -6.31975697611e+001
+1.86774606222e+000 -6.40763311282e+001
+1.90138370407e+000 -6.45410885852e+001
+1.93562715148e+000 -6.50058330300e+001
+1.97048731486e+000 -6.45452575015e+001
+2.00597530110e+000 -6.50099744925e+001
+2.04210241715e+000 -6.54746770076e+001
+2.07888017356e+000 -6.55845774687e+001
+2.11632028822e+000 -6.60492494423e+001
+2.15443469003e+000 -6.65139053123e+001
+2.19323552273e+000 -6.66618539754e+001
+2.23273514878e+000 -6.71264758711e+001
+2.27294615326e+000 -6.75910798536e+001
+2.31388134792e+000 -6.79791698519e+001
+2.35555377526e+000 -6.84437360438e+001
+2.39797671264e+000 -6.89082823111e+001
+2.44116367658e+000 -7.09320368210e+001
+2.48512842698e+000 -7.13965410556e+001
+2.52988497160e+000 -7.18610231299e+001
+2.57544757045e+000 -7.21811144134e+001
+2.62183074038e+000 -7.26455497407e+001
+2.66904925965e+000 -7.05074185569e+001
+2.71711817270e+000 -7.09718037065e+001
+2.76605279492e+000 -7.14361624035e+001
+2.81586871751e+000 -7.03283947598e+001
+2.86658181246e+000 -7.07926976597e+001
+2.91820823764e+000 -6.98354475040e+001
+2.97076444190e+000 -7.02996905187e+001
+3.02426717031e+000 -7.32299332757e+001
+3.07873346955e+000 -7.36941120207e+001
+3.13418069329e+000 -7.54808341544e+001
+3.19062650773e+000 -7.59449439281e+001
+3.24808889724e+000 -7.35569884860e+001
+3.30658617009e+000 -7.40210242471e+001
+3.36613696427e+000 -7.34800332838e+001
+3.42676025343e+000 -7.39439896274e+001
+3.48847535295e+000 -7.26979489783e+001
+3.55130192606e+000 -7.31618201107e+001
+3.61525999011e+000 -7.28796683397e+001
+3.68036992298e+000 -7.33434480510e+001
+3.74665246955e+000 -7.31139552066e+001
+3.81412874828e+000 -7.34815536702e+001
+3.88282025801e+000 -7.39451836246e+001
+3.95274888473e+000 -7.44036766257e+001
+4.02393690862e+000 -7.48671976198e+001
+4.09640701111e+000 -7.48335961848e+001
+4.17018228212e+000 -7.44301611830e+001
+4.24528622739e+000 -7.48935037391e+001
+4.32174277604e+000 -7.42861964065e+001
+4.39957628810e+000 -7.35296622015e+001
+4.47881156235e+000 -7.39928065959e+001
+4.55947384417e+000 -7.58152180071e+001
+4.64158883361e+000 -7.63446054790e+001
+4.72518269359e+000 -7.68075298634e+001
+4.81028205818e+000 -7.65754902912e+001
+4.89691404115e+000 -7.85331966605e+001
+4.98510624459e+000 -7.90163163792e+001
+5.07488676766e+000 -7.94789093515e+001
+5.16628421561e+000 -7.80257306714e+001
+5.25932770886e+000 -7.68729826100e+001
+5.35404689227e+000 -7.67570737806e+001
+5.45047194461e+000 -7.80296834036e+001
+5.54863358815e+000 -8.01242105686e+001
+5.64856309846e+000 -8.05862119405e+001
+5.75029231439e+000 -8.12091209656e+001
+5.85385364818e+000 -8.07855439788e+001
+5.95928009583e+000 -8.02585363639e+001
+6.06660524757e+000 -7.99861176252e+001
+6.17586329859e+000 -8.02609802239e+001
+6.28708905992e+000 -8.06597877840e+001
+6.40031796953e+000 -8.12371045958e+001
+6.51558610364e+000 -8.23152307295e+001
+6.63293018816e+000 -8.29045758759e+001
+6.75238761044e+000 -8.08678394749e+001
+6.87399643118e+000 -8.06839771912e+001
+6.99779539652e+000 -8.16767645803e+001
+7.12382395042e+000 -8.32089413517e+001
+7.25212224722e+000 -8.23975755335e+001
+7.38273116442e+000 -8.26832325755e+001
+7.51569231572e+000 -8.32920705246e+001
+7.65104806427e+000 -8.25288594937e+001
+7.78884153618e+000 -8.21003307137e+001
+7.92911663423e+000 -8.37107953886e+001
+8.07191805189e+000 -8.41193459380e+001
+8.21729128755e+000 -8.29627260886e+001
+8.36528265901e+000 -8.27070139187e+001
+8.51593931825e+000 -8.35542538958e+001
+8.66930926644e+000 -8.40557174947e+001
+8.82544136923e+000 -8.32715892292e+001
+8.98438537235e+000 -8.38052598887e+001
+9.14619191741e+000 -8.34207991699e+001
+9.31091255809e+000 -8.36942628223e+001
+9.47859977652e+000 -8.41903356969e+001
+9.64930700003e+000 -8.53384782109e+001
+9.82308861817e+000 -8.61446367390e+001
+1.00000000000e+001 -8.59691297123e+001
+1.01800975118e+001 -8.36574349506e+001
+1.03634385350e+001 -8.41012841840e+001
+1.05500814844e+001 -8.60378723007e+001
+1.07400858268e+001 -8.78104422556e+001
+1.09335121002e+001 -8.76118932006e+001
+1.11304219327e+001 -8.85737933549e+001
+1.13308780622e+001 -8.89221808456e+001
+1.15349443568e+001 -8.76859702497e+001
+1.17426858345e+001 -8.65200095427e+001
+1.19541686846e+001 -8.86935536557e+001
+1.21694602882e+001 -8.77469690418e+001
+1.23886292399e+001 -8.70711088570e+001
+1.26117453700e+001 -8.72714681104e+001
+1.28388797661e+001 -8.69223394123e+001
+1.30701047961e+001 -8.89160339794e+001
+1.33054941314e+001 -8.90500486431e+001
+1.35451227700e+001 -9.02199265168e+001
+1.37890670608e+001 -8.79295157087e+001
+1.40374047276e+001 -8.99358581779e+001
+1.42902148939e+001 -9.16163883584e+001
+1.45475781085e+001 -8.83705050093e+001
+1.48095763705e+001 -8.86811460790e+001
+1.50762931560e+001 -8.94617474611e+001
+1.53478134445e+001 -8.94521399301e+001
+1.56242237458e+001 -9.04794990299e+001
+1.59056121278e+001 -8.97253852580e+001
+1.61920682446e+001 -8.96853437135e+001
+1.64836833648e+001 -9.04704713889e+001
+1.67805504007e+001 -9.05301086367e+001
+1.70827639381e+001 -9.22063723643e+001
+1.73904202661e+001 -9.12534309807e+001
+1.77036174080e+001 -9.12162616062e+001
+1.80224551525e+001 -9.01566931472e+001
